app_id,app_name,category,review_id,text,rating,thumbs_up,at,true_label
com.tokopedia.tkpd,Tokopedia,marketplace,2a2460b9-7d09-4ad2-880f-060083958b0b,"Diskonnya nipu, dipakai malah hilang. Harganya jadi normal",1,0,2026-05-08 13:22:44,negatif
com.tokopedia.tkpd,Tokopedia,marketplace,c9549173-0247-413a-8de8-6c9a6d1ba102,"Ngebug woy, masa promonya hilang waktu check out",1,0,2026-05-08 12:57:32,negatif
com.tokopedia.tkpd,Tokopedia,marketplace,0f90a173-1b6b-4097-857a-f8d43f4c3a67,ribet amaaat... . mau Co aja verivikasi segala,1,0,2026-05-08 12:52:52,negatif
com.tokopedia.tkpd,Tokopedia,marketplace,9c0bfd3f-ca10-4df5-8962-e87ba21e7275,Diskonnya hilang pas mau dibayar. Sudah miskin sok2an kasih diskon,1,0,2026-05-08 12:52:17,negatif
com.tokopedia.tkpd,Tokopedia,marketplace,28f5cb5a-e4f6-4880-9a4f-250322232972,Kocak CO malah diskonnya hilang,1,0,2026-05-08 12:47:41,negatif
com.tokopedia.tkpd,Tokopedia,marketplace,f9a9dd75-27dd-4d44-ada5-2cbd795ba95f,"banyak penipunya jangan beli di sini bro,saya kasih 5 bintang karena bisr komen saya terlihst",5,1,2026-05-08 12:07:50,positif
com.tokopedia.tkpd,Tokopedia,marketplace,d629460f-33de-419a-bc31-26127c3a5284,sudah jalan 2 hari status tidak ada perubahan dan paket belum juga bergerak!,2,1,2026-05-08 12:02:07,negatif
com.tokopedia.tkpd,Tokopedia,marketplace,430a86bf-42d6-4d29-af75-cb87422d6c45,eror mulu g bisa loading,1,0,2026-05-08 11:59:32,negatif
com.tokopedia.tkpd,Tokopedia,marketplace,304e095f-1710-4fd2-9827-12ca055e756b,mantab layanan cepat,5,0,2026-05-08 11:58:49,positif
com.tokopedia.tkpd,Tokopedia,marketplace,9c81f094-5d36-4fc2-b45c-dafd21e7ebf7,ini aplikasi banyak penipuan ga usah di download,1,1,2026-05-08 11:48:54,negatif
com.tokopedia.tkpd,Tokopedia,marketplace,746691e4-5562-4ef8-ae47-6ae4eaa7de44,harga tidak sesuai dengan yang tercantum di etalase.. harga awal 23.000 pas di cek out jadi 33.000 beli 2 item harusnya 66.000 malah jadi 96.000 itu masih belum termasuk ongkir... sudah komplain ke tokped care tapi tanggapan sangat mengecewakan.. beda jauh sama shopee harga sesuai penjelasan lengkap,1,0,2026-05-08 11:29:16,negatif
